Date Published,Product Title,Advisory Title,Category,Post Link,
4 October 2024,DR. YANHEE ORIGINAL MELASMA FRECKLES SET – BLUE (NIGHT CREAM),FDA Advisory No.2024-1372 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “DR. YANHEE FACIAL SET SKINCARE WHITENING MELASMA ANTI AGING ACNE SOFT THAILAND REJUV SET ORIGINAL MELASMA FRECKLES SET – BLUE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1372-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dr-yanhee-facial-set-skincare-whitening-melasma-anti-aging-acne-soft-thailand-rejuv-set-orig/,
4 October 2024,DR. YANHEE ORIGINAL MELASMA FRECKLES SET – BLUE (SUNBLOCK),FDA Advisory No.2024-1372 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “DR. YANHEE FACIAL SET SKINCARE WHITENING MELASMA ANTI AGING ACNE SOFT THAILAND REJUV SET ORIGINAL MELASMA FRECKLES SET – BLUE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1372-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dr-yanhee-facial-set-skincare-whitening-melasma-anti-aging-acne-soft-thailand-rejuv-set-orig/,
4 October 2024,DR. YANHEE ORIGINAL MELASMA FRECKLES SET – BLUE (ONE NIGHT SERUM),FDA Advisory No.2024-1372 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “DR. YANHEE FACIAL SET SKINCARE WHITENING MELASMA ANTI AGING ACNE SOFT THAILAND REJUV SET ORIGINAL MELASMA FRECKLES SET – BLUE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1372-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dr-yanhee-facial-set-skincare-whitening-melasma-anti-aging-acne-soft-thailand-rejuv-set-orig/,
4 October 2024,DR. YANHEE FACIAL SET SKINCARE WHITENING MELASMA ANTI AGING ACNE SOFT THAILAND REJUV SET ORIGINAL MELASMA FRECKLES SET – BLUE,FDA Advisory No.2024-1372 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “DR. YANHEE FACIAL SET SKINCARE WHITENING MELASMA ANTI AGING ACNE SOFT THAILAND REJUV SET ORIGINAL MELASMA FRECKLES SET – BLUE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1372-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dr-yanhee-facial-set-skincare-whitening-melasma-anti-aging-acne-soft-thailand-rejuv-set-orig/,
4 October 2024,CERAVE MOISTURISING LOTION FOR DRY TO VERY DRY SKIN,FDA Advisory No.2024-1371 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CERAVE MOISTURISING LOTION FOR DRY TO VERY DRY SKIN”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1371-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-cerave-moisturising-lotion-for-dry-to-very-dry-skin/,
4 October 2024,JMELLA BLOOMING PEONY BODY SCRUB WASH,FDA Advisory No.2024-1370 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “JMELLA BLOOMING PEONY BODY SCRUB WASH”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1370-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-jmella-blooming-peony-body-scrub-wash/,
30 September 2024,LA BELLA TRANSPARANT WHITENING BEAUTY SOAP,FDA Advisory No.2024-1347 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LA BELLA SET”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1347-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-la-bella-set/,
30 September 2024,LA BELLA NIGHT CREAM,FDA Advisory No.2024-1347 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LA BELLA SET”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1347-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-la-bella-set/,
30 September 2024,LA BELLA DAY CREAM,FDA Advisory No.2024-1347 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LA BELLA SET”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1347-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-la-bella-set/,
30 September 2024,LA BELLA SET,FDA Advisory No.2024-1347 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LA BELLA SET”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1347-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-la-bella-set/,
30 September 2024,PORBIDA BLEACHING SOAP,FDA Advisory No.2024-1346 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “PORBIDA BLEACHING SOAP”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1346-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-porbida-bleaching-soap/,
30 September 2024,CELAVI FACIAL MASK POMEGRANATE,FDA Advisory No.2024-1345 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI FACIAL MASK POMEGRANATE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1345-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-facial-mask-pomegranate/,
30 September 2024,BYS MAGIC DROPS HYDRATING SERUM,FDA Advisory No.2024-1344 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “BYS MAGIC DROPS HYDRATING SERUM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1344-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-bys-magic-drops-hydrating-serum/,
30 September 2024,REEMS NIACINAMIDE BRIGHTENING SERUM,FDA Advisory No.2024-1343 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “REEMS NIACINAMIDE BRIGHTENING SERUM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1343-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-reems-niacinamide-brightening-serum/,
30 September 2024,ATTITUDE LIVE CONSCIOUSLY NATURAL BODY LOTION SOOTHING AND CALMING CHAMOMILE ENRICHED WITH OATMEAL,FDA Advisory No.2024-1342 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “ATTITUDE LIVE CONSCIOUSLY NATURAL BODY LOTION SOOTHING AND CALMING CHAMOMILE ENRICHED WITH OATMEAL”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1342-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-attitude-live-consciously-natural-body-lotion-soothing-and-calming-chamomile-enriched-with-oa/,
30 September 2024,SUPER MORINGA AROMATHERAPY OIL,FDA Advisory No.2024-1341 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “SUPER MORINGA AROMATHERAPY OIL”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1341-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-super-moringa-aromatherapy-oil/,
30 September 2024,NU-PORE PANDA CHARACTER MASK – FRESH,FDA Advisory No.2024-1340 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “NU-PORE PANDA CHARACTER MASK – FRESH”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1340-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nu-pore-panda-character-mask-fresh/,
30 September 2024,CHAP ICE LIP BALM SPF 4 (ORIGINAL),FDA Advisory No.2024-1339 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CHAP ICE LIP BALM SPF 4 (ORIGINAL)”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1339-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-chap-ice-lip-balm-spf-4-original/,
30 September 2024,CELAVI HYALURONIC ACID BRIGHTENING & MOISTURIZING FACIAL MASK,FDA Advisory No.2024-1338 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI HYALURONIC ACID BRIGHTENING & MOISTURIZING FACIAL MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1338-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-hyaluronic-acid-brightening-moisturizing-facial-mask/,
30 September 2024,CELAVI VITAMIN C VITALIZES AND RELIEVES FACIAL MASK,FDA Advisory No.2024-1337 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI VITAMIN C VITALIZES AND RELIEVES FACIAL MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1337-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-vitamin-c-vitalizes-and-relieves-facial-mask/,
26 September 2024,CELAVI SODA BUBBLE MASK,FDA Advisory No.2024-1336 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI SODA BUBBLE MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1336-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-soda-bubble-mask/,
26 September 2024,SAMANTHA PROFESSIONAL HAIR COLORANT CHOCOLATE BROWN S-4.41,FDA Advisory No.2024-1335 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “SAMANTHA PROFESSIONAL HAIR COLORANT CHOCOLATE BROWN S-4.41”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1335-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-samantha-professional-hair-colorant-chocolate-brown-s-4-41/,
26 September 2024,DR GOLD SUPER QUALITY +SPF 30,FDA Advisory No.2024-1334 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “DR GOLD SUPER QUALITY +SPF 30”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1334-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dr-gold-super-quality-spf-30/,
26 September 2024,CELAVI AVOCADO REGENERATES SKIN CELLS FACIAL MASK,FDA Advisory No.2024-1333 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI AVOCADO REGENERATES SKIN CELLS FACIAL MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1333-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-avocado-regenerates-skin-cells-facial-mask/,
26 September 2024,NU.PORE K- BEAUTY HEAD START SMOOTHING HYDROGEL FOREHEAD PATCH,FDA Advisory No.2024-1332 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “NU.PORE K- BEAUTY HEAD START SMOOTHING HYDROGEL FOREHEAD PATCH”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1332-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nu-pore-k-beauty-head-start-smoothing-hydrogel-forehead-patch/,
26 September 2024,CELAVI RETINOL ANTI-AGING & BRIGHTENING FACIAL MASK,FDA Advisory No.2024-1331 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI RETINOL ANTI-AGING & BRIGHTENING FACIAL MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1331-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-retinol-anti-aging-brightening-facial-mask/,
26 September 2024,CELAVI COLLAGEN REFRESHES FACIAL MASK,FDA Advisory No.2024-1330 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CELAVI COLLAGEN REFRESHES FACIAL MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1330-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-celavi-collagen-refreshes-facial-mask/,
26 September 2024,WINEY SKINCARE WIPE,FDA Advisory No.2024-1329 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “WINEY SKINCARE WIPE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1329-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-winey-skincare-wipe/,
26 September 2024,ROSES TOALLITAS HUMEDAS,FDA Advisory No.2024-1327 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “ROSES TOALLITAS HUMEDAS”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1327-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-roses-toallitas-humedas/,
30 August 2024,LUCKY SUPER SOFT BODY CREAM CHERRY BLOSSOM,FDA Advisory No.2024-1205 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LUCKY SUPER SOFT BODY CREAM CHERRY BLOSSOM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1205-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lucky-super-soft-body-cream-cherry-blossom/,
30 August 2024,CABOO FLUSHABLE BAMBOO WIPES WITH ALOE VERA AND VITAMIN E,FDA Advisory No.2024-1204 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CABOO FLUSHABLE BAMBOO WIPES WITH ALOE VERA AND VITAMIN E”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1204-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-caboo-flushable-bamboo-wipes-with-aloe-vera-and-vitamin-e/,
30 August 2024,EYENLIP BEAUTY LIKE NATURE VEGAN MASK AVOCADO,FDA Advisory No.2024-1203 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “EYENLIP BEAUTY LIKE NATURE VEGAN MASK AVOCADO”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1203-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-eyenlip-beauty-like-nature-vegan-mask-avocado/,
30 August 2024,NU PORE K-BEAUTY CALM BALM CICA RELIEF CREAM,FDA Advisory No.2024-1202 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “NU PORE K-BEAUTY CALM BALM CICA RELIEF CREAM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1202-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nu-pore-k-beauty-calm-balm-cica-relief-cream/,
30 August 2024,NU PORE K-BEAUTY ROSE DEW NOURISHING FACIAL JELLY,FDA Advisory No.2024-1201 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “NU PORE K-BEAUTY ROSE DEW NOURISHING FACIAL JELLY”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1201-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nu-pore-k-beauty-rose-dew-nourishing-facial-jelly/,
30 August 2024,NU.PORE K-BEAUTY ALOE-LUJAH CALMING FACIAL JELLY,FDA Advisory No.2024-1200 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “NU.PORE K-BEAUTY ALOE-LUJAH CALMING FACIAL JELLY”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1200-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nu-pore-k-beauty-aloe-lujah-calming-facial-jelly/,
30 August 2024,FRUDIA GREEN GRAPE PORE CONTROL MASK NATURAL ORIGIN BOTANICAL SHEET MASK,FDA Advisory No.2024-1199 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “FRUDIA GREEN GRAPE PORE CONTROL MASK NATURAL ORIGIN BOTANICAL SHEET MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1199-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-frudia-green-grape-pore-control-mask-natural-origin-botanical-sheet-mask/,
30 August 2024,EYENLIP BEAUTY LIKE NATURE VEGAN MASK GREEN TEA,FDA Advisory No.2024-1198 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “EYENLIP BEAUTY LIKE NATURE VEGAN MASK GREEN TEA”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1198-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-eyenlip-beauty-like-nature-vegan-mask-green-tea/,
30 August 2024,FRUDIA BLUEBERRY HYDRATING MASK NATURAL ORIGIN BOTANICAL SHEET MASK,FDA Advisory No.2024-1197 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “FRUDIA BLUEBERRY HYDRATING MASK NATURAL ORIGIN BOTANICAL SHEET MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1197-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-frudia-blueberry-hydrating-mask-natural-origin-botanical-sheet-mask/,
30 August 2024,KWAILNARA STRAWBERRY MILK VITALIZING MASK REAL STRAWBERRY EXTRACT,FDA Advisory No.2024-1196 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “KWAILNARA STRAWBERRY MILK VITALIZING MASK REAL STRAWBERRY EXTRACT”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1196-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-kwailnara-strawberry-milk-vitalizing-mask-real-strawberry-extract/,
30 August 2024,THE ORDINARY GRANACTIVE RETINOID 2% EMULSION,FDA Advisory No.2024-1195 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “THE ORDINARY GRANACTIVE RETINOID 2% EMULSION”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1195-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-the-ordinary-granactive-retinoid-2-emulsion/,
30 August 2024,THE ORDINARY LACTIC ACID 5% + HA,FDA Advisory No.2024-1194 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “THE ORDINARY LACTIC ACID 5% + HA”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1194-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-the-ordinary-lactic-acid-5-ha/,
30 August 2024,EYENLIP BEAUTY ACAI BERRY MASK,FDA Advisory No.2024-1193 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “EYENLIP BEAUTY ACAI BERRY MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1193-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-eyenlip-beauty-acai-berry-mask/,
30 August 2024,LUCKY SUPER SOFT BODY CREAM (COCOA BUTTER),FDA Advisory No.2024-1192 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LUCKY SUPER SOFT BODY CREAM (COCOA BUTTER)”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1192-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lucky-super-soft-body-cream-cocoa-butter/,
30 August 2024,MEOW ANNEY INSPIRED SCENT,FDA Advisory No.2024-1191 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “MEOW ANNEY INSPIRED SCENT”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1191-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-meow-anney-inspired-scent/,
30 August 2024,OMEGA GUAVA SOAP WITH TEA TREE OIL,FDA Advisory No.2024-1219 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “OMEGA GUAVA SOAP WITH TEA TREE OIL”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1219-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-omega-guava-soap-with-tea-tree-oil/,
30 August 2024,ANNEY GINGHAM BLUE INSPIRED SCENT,FDA Advisory No.2024-1218 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “ANNEY GINGHAM BLUE INSPIRED SCENT”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1218-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-anney-gingham-blue-inspired-scent/,
30 August 2024,PURESKIN PINK CLARIFYING TONER,FDA Advisory No.2024-1217 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “PURESKIN PINK CLARIFYING TONER”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1217-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pureskin-pink-clarifying-toner/,
30 August 2024,SKINTRENDS THE ACNE TREATMENT ASR ADVANCE SUPER REVITALIZER,FDA Advisory No.2024-1216 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “SKINTRENDS THE ACNE TREATMENT ASR ADVANCE SUPER REVITALIZER”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1216-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-skintrends-the-acne-treatment-asr-advance-super-revitalizer/,
30 August 2024,SKINTRENDS HYALIFT SERUM,FDA Advisory No.2024-1215 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “SKINTRENDS HYALIFT SERUM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1215-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-skintrends-hyalift-serum/,
30 August 2024,NU PORE K-BEAUTY SUPPLE SURGE CICA RELIEF SERUM,FDA Advisory No.2024-1214 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “NU PORE K-BEAUTY SUPPLE SURGE CICA RELIEF SERUM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1214-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nu-pore-k-beauty-supple-surge-cica-relief-serum/,
30 August 2024,LUCKY SUPER SOFT BODY CREAM (ALOE VERA),FDA Advisory No.2024-1213 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “LUCKY SUPER SOFT BODY CREAM (ALOE VERA)”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1213-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lucky-super-soft-body-cream-aloe-vera/,
30 August 2024,FRUDIA AVOCADO RELIEF MASK,FDA Advisory No.2024-1212 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “FRUDIA AVOCADO RELIEF MASK”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1212-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-frudia-avocado-relief-mask/,
30 August 2024,EYENLIP BEAUTY LIKE NATURE. VEGAN MASK (BLUEBERRY),FDA Advisory No.2024-1211 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “EYENLIP BEAUTY LIKE NATURE. VEGAN MASK (BLUEBERRY)”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1211-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-eyenlip-beauty-like-nature-vegan-mask-blueberry/,
30 August 2024,EYENLIP BEAUTY LIKE NATURE. VEGAN MASK (POMEGRANATE),FDA Advisory No.2024-1210 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “EYENLIP BEAUTY LIKE NATURE. VEGAN MASK (POMEGRANATE)”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1210-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-eyenlip-beauty-like-nature-vegan-mask-pomegranate/,
30 August 2024,DERMA-E ANTI-WRINKLE ANTI-AGING REGENERATIVE DAY CREAM VITAMIN A & ANTIOXIDANT BLEND,FDA Advisory No.2024-1209 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “DERMA-E ANTI-WRINKLE ANTI-AGING REGENERATIVE DAY CREAM VITAMIN A & ANTIOXIDANT BLEND”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1209-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-derma-e-anti-wrinkle-anti-aging-regenerative-day-cream-vitamin-a-antioxidant-blend/,
30 August 2024,CE VITAMIN C&E SERUM,FDA Advisory No.2024-1208 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CE VITAMIN C&E SERUM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1208-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ce-vitamin-ce-serum/,
30 August 2024,ELLEN ELLA RETINOL SERUM,FDA Advisory No.2024-1207 || Public Health Warning Against the Purchase and Use of Unnotified Cosmetic “ELLEN ELLA RETINOL SERUM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1207-public-health-warning-against-the-purchase-and-use-of-unnotified-cosmetic-ellen-ella-retinol-serum/,
30 August 2024,POND’S WHITE BEAUTY ADVANCED SPF 15 PA++,FDA Advisory No.2024-1206 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “POND’S WHITE BEAUTY ADVANCED SPF 15 PA++”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1206-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ponds-white-beauty-advanced-spf-15-pa/,
30 August 2024,CHAP ICE LIP BALM SPF 15 MOISTURE,FDA Advisory No.2024-1183 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “CHAP ICE LIP BALM SPF 15 MOISTURE”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1183-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-chap-ice-lip-balm-spf-15-moisture/,
27 August 2024,REEMS COLLECTION NIACIGLOW SUN PROTECTION CREAM SPF 65 PA++++,FDA Advisory No.2024-1189 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “REEMS COLLECTION NIACIGLOW SUN PROTECTION CREAM SPF 65 PA++++”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1189-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-reems-collection-niaciglow-sun-protection-cream-spf-65-pa/,
27 August 2024,ETTAS SKIN MOISTURIZING CREAM,FDA Advisory No.2024-1188 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “ETTAS SKIN MOISTURIZING CREAM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1188-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ettas-skin-moisturizing-cream/,
27 August 2024,REEMS PORE WONDER NIACINAMIDE TONER,FDA Advisory No.2024-1187 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “REEMS PORE WONDER NIACINAMIDE TONER”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1187-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-reems-pore-wonder-niacinamide-toner/,
27 August 2024,REEMS NIACINAMIDE BRIGHTENING SOAP,FDA Advisory No.2024-1186 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “REEMS NIACINAMIDE BRIGHTENING SOAP”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1186-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-reems-niacinamide-brightening-soap/,
27 August 2024,PURESKIN GREEN PEELING OIL,FDA Advisory No.2024-1185 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic “PURESKIN GREEN PEELING OIL”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2024-1185-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pureskin-green-peeling-oil/,
